83,Tawheed Center,"29707 W. 10 Mile Road Farmington, MI",(248) 426-7360,http://www.tawheedcenter.org,NULL,NULL,1993,NULL,NULL,NULL,NULL,NULL,72157606555469302
84,Tijani Zawiya,"3777 Parker Street Detroit, MI",NULL,NULL,NULL,NULL,2001,NULL,NULL,NULL,NULL,NULL,72157606555439670
85,United Masjid Council of Michigan,2733 Caniff Hamtramck,NULL,NULL,NULL,NULL,2005,NULL,NULL,NULL,NULL,NULL,NULL
86,University Islamic Center of Detroit,"4646 Cass Avenue Detroit, MI",(313) 831-9222,NULL,Mixed,NULL,1979,NULL,NULL,NULL,NULL,"This group first incorporated in 1979 as Universal Moslems, Inc.  Their founding members are notably from a variety of ethnic backgrounds, including Mohamed Abdel-Wahab, Zeinab Abdel-Wahab, Wayel Zenalabidin, Malik Salaam, Syiedal Salaam, Adam Shakoor, Jamil Kettan, Ayesha Muhammad.  They completed a major renovation and doubling of their square footage in 2005.  This mosques serves the Wayne State University community and attracts many worshipers from downtown Detroit as well.",72157606558938977
87,Zainabia Center,"2230 Crumb Road Walled Lake, MI",(248) 669-5740,NULL,NULL,NULL,2007,NULL,NULL,NULL,NULL,Ahlebait Association of Michigan.  The new masjid was dedicated in 2007.  ,72157606558604549
88,"Ahmadiyyah Islamic Center (Historic, 1952)","1241 Burlingame Detroit, MI",NULL,NULL,NULL,NULL,1952,NULL,NULL,NULL,NULL,"Home of Dr. M. Yusuf Khan, missionary to US, 1952.  Referenced as ""Islamic Center"" in Detroit News article.",NULL
89,"Ahmadiyyah Mission (Historic, 1921)","27 Labelle Street Highland Park, MI",NULL,NULL,NULL,NULL,1921,NULL,NULL,NULL,NULL,"Mufti Mohammed Saddiq was given a large apartment by October 1921, in this apartment building owned by Mohammed Karoub.  Mufti Saddiq used this apartment as a Ahmadiyyah Mission for 6 months before his conflict with the Karoub brothers led him to establish his better known mission in Chicago.",NULL
90,"Ahmadiyya Mission (Historic, 1953)","2151 Grand Blvd. Detroit, MI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ahmadiyya Movement in Islam circa 1949-1950's.  This mission was headed by Syed Jawad Ali who arrived in America in 1949.  This was one of only five Mosques that the Ahmadiyyah had active in 1953.,NULL
91,"Ahmadiyyah Moslem Mission (Historic, 1933)","537 Hendrie Street Detroit, MI",NULL,NULL,NULL,NULL,1933,NULL,NULL,NULL,NULL,"The Ahmadiyyah established a mission here in 1933.  Previously, they worked out of several locations on Victor and LaBelle in Highland Park.  Note the proximity of this location to Paradise Valley.",NULL
92,"Al-Aqabah Islamic Community Center (Historic, 2011)","12818 Joseph Campau Hamtramck, MI",NULL,NULL,NULL,NULL,2009,2011,NULL,NULL,NULL,Community formed in December 2009.  Masjid Al-'Aqabah opened in March 2011.,NULL
93,"Albanian American Moslem Society (Historic, 1950's)","Harper Woods, MI",NULL,NULL,NULL,NULL,1949,1950,1963 (See Albanian Islamic Center),1959 (See Albanian Islamic Center),NULL,"Hamilton and Calvert (1949-1959).  The group sold this building in 1959, worshipped at the American Moslem Society for a year or so, and then eventually opened the Albanian Islamic Center in Harper Woods in 1961.",NULL
94,"Allah Temple of Islam (Historic, 1932)","283 E. Hancock Detroit, MI",NULL,NULL,NULL,NULL,1932,NULL,NULL,NULL,NULL,"According to Karl Evanzz (82), this is where Fard Muhammad had his first ""mosque"" in 1932 and where he renamed Elijah Poole, Elijah Karriem, and announced he would become ""supreme minister"" of the Allah Temple of Islam.",NULL
95,"Al-Mumineen Mosque/Virginia Park (Historic, 1947)","1554 Virginia Park Avenue Detroit, MI",NULL,NULL,African American,NULL,1947,NULL,1978,1981,NULL,"This mosque was first established as the Universal Muslim Brotherhood of Al-Islam in America in 1947 by Hajj Ismael Sammsan.  In 1952 it was incorporated with the State of Michigan as the Jajj Sammsan Abdullah Mosque (Islamic Mission).  This was the first documented African American mosque in Detroit.  The congregation was Sunni Muslim, and not affiliated in any way with the Nation of Islam orthe Ahmadiyah.  In 1966, it changed its name to the Mumineen Mosque, or Masjid al-Mamineen.  Othman Hassanein was the chairperson of the mosque for many years, through the 1970's.  Hassanein and Hussein Karoub (and later Mike Karoub) studied the Quran together and somties exchanged pulpits.  This mosque was also frequented by Tablighi Jumaat missionaries form the 50's-70's.  When Hassanein died in the late 70's, his son-in-law, Imam Khalid, took over as leader.  Eventually it moved to a location on McNichols and the house was torn down.",NULL
96,"Al-Mumineen Mosque (Historic, 1980's)","15535 W. McNichols Road Detroit, MI",NULL,NULL,NULL,NULL,1980's,1980/1981,NULL,1981,NULL,"The Al-Mumineen congregation moved to this located at McNichols in 1980 or 81 from their long standing location at 1554 Virginia Park Avenue, after the death of Othman Hassanein.  The congregation remained at this address through the mid 80's under the leadership of Seli Khalid.  Some members of this group eventually merged with Masjid al-Nur.",NULL
97,"American Islamic Institute (Historic, 1979)","3642 Karen Pkwy Waterford, MI",NULL,NULL,NULL,NULL,1979,NULL,NULL,1990,NULL,"This group incorporated in February of 1979. The address provided is that of the group's founder, Nihad Hamed.  The incorporating members were all former leaders of the American Moslem Society in Dearborn.  They had recently lost control of the AMS, the mosque their families had founded, in a bitter lawsuit and this Institute represents the group's first effort to reincorporate and start again.  Imam Mohammed Karoub, Robert Simons, Fatme Boumrad, Aida Karoub, Fadwa Alsaid, Selma Hegasi, Julia Jabara, and Kel Jabara's names are those provided.  Their articles of incorporation are many.  Among them is an emphasis on the education of the American public about Islam, the education of the American-born Muslims, and the goal of building, leasing, or constructing a ""mosque"".  It isunclear how long this Institute survived.  Many of their members reorganized in 1981 as the American Moselm Bekaa Center (see above), which opened in Dearborn in 1982.",NULL
98,"American Islamic League of Bekaa (Historic, 1979)","10605 West Warren Dearborn, MI",NULL,NULL,NULL,NULL,1979,NULL,NULL,1981,NULL,"This group was established in June of 1979, shortly after its founders lost a legal battle filed against the new leadership of the Merican Moslem Society, established a generation earlier by these same men and their families.  The AMS is the oldest mosque currently active in Michigan.  The group changed their name to the American Muslim Bekaa Center and opened a facility on Chase Road in Dearborn in 1982.  This mosque is still active.  Mike AlcodrayAbdel Majid KadryAli SiajeMounir Jouma when the group first changed their name in 1981 Hussein El-Hage's name is also listed in the paperwork.",NULL
99,"American Muslim Mission Islamic Center (Historic, 1984)","2940 Mt. Elliot Detroit, MI",NULL,NULL,NULL,NULL,1984,NULL,NULL,1990,NULL,"Established in 1984 by Abdul Raheem Rashed, Wali Deen Muhammad, and Harold Rahim, it is unclear how long this group was active.",NULL
100,"American Society of Muslims Masjid of Detroit (Historic, early 2000's)","20823 West Chicago Street Detroit, MI",NULL,NULL,NULL,NULL,2004,NULL,NULL,2010,NULL,"Masjid Al-Saliheen, active as of 2004.",NULL
101,"Assira Jadeed Society (Historic, 1940's)","2809 Salina Dearborn, MI",NULL,NULL,NULL,NULL,1940's,NULL,NULL,1950,NULL,"The New Generation Society is listed in Dearborn City Directories at this address in the 1940's.  It is not known if this society was religious in orientation, but the name resembles that of the Islamic association that established the first mosque in Cedar Rapids in teh 1930's.",NULL
102,"Detroit Mosque (Historic, 1945-50)","14075 Dequindre Detroit, MI",NULL,NULL,NULL,NULL,1945,NULL,NULL,1950,NULL,"MIA small congregation of black Muslims met at this location from 1945-1950, roughly.  This is the location where Satohata Takahashi is said to have led a congregation.",NULL
103,"Hindoo Hall (Historic, 1930's-50's)","1003 Hastings Street Detroit, MI",NULL,NULL,NULL,NULL,1930's,NULL,NULL,1950's,NULL,"This coffee shop is where Indians and Afghanis met for prayers, especially holiday prayers in the 1930's.  Later known as the India Club, the New India Club, and the India-Pakistan Club.  Moved to Gratiot and Grand Blvd in the late 50's when Hastings was plowed under in the name of urban renewal.",NULL
104,Communaute Islamique Africaine: La Paix de Michigan Masjid,"20555 Lahser Rd. Detroit, MI",NULL,NULL,NULL,NULL,2001,NULL,NULL,2004,NULL,NULL,NULL
105,"India Pakistan Club (Historic, 1950's-70's)","E. Grand and Gratiot Detroit, MI",NULL,NULL,NULL,NULL,1950's,NULL,NULL,1970's,NULL,"The India Pakistan Club moved to this location from Lafayette and Hastings in the late 1950's as the Hastings area was demolished for urban renewal.  Fizzled out in the mid 70's when the young people lost interest, mostly due to interactions between the American born and new immigrants.",NULL
106,"Islamic Center of America (Historic, 1963-2005)","15571 Joy Road Detroit, MI",NULL,NULL,NULL,NULL,1963,NULL,2005,2005,NULL,"Dedicated September 20, 1963 as the Islami Center of Detroit.  Opened new facility on Ford Road in Dearborn in 2005.  This historic mosque is now home to the al-Zahraa Islamic Center.",NULL
107,"Islamic Institute of Knowledge (Historic, 1983-1998)","13500 W. Warren Avenue Dearborn, MI",NULL,NULL,NULL,NULL,1982,NULL,1998,1998,NULL,"The Islamic Institute of Knowledge was incorporated with the State of Michigan in 1982, with Sheikh Abdul Latif Berry as their spirtual leader.  They opened their doors at this location, a former bank, in 1983 and remained here until moving to their new location on Shaefer Road in 1998.  The congregation is primarily from South Lebanon, and it grew tremendously during the Leanese civil war when large numbers of Lebanese citizens sought refuge with friends and family in Detroit.  Today this congregation anchors, along with the Islamic Center of American, the Shia population of Dearborn and its surrounding communities.",NULL
108,"Jamiyatul Nasrul Ilm (Historic, 1990's)","9309 Oakland Detroit, MI",NULL,NULL,NULL,NULL,1990,NULL,NULL,1998,NULL,Grew out of the Masjid As-Salaam Orthodox Islamic Movement.  Was active from 1990-1998.,NULL
109,"Kalil Bazzy home (Historic, 1913)","199 Labelle Street Highland Park, MI",NULL,NULL,NULL,NULL,1913,NULL,NULL,1930,NULL,This is where Shaykh Kalil Bazzy lived when he first arrived in the U.S. in 1913.  The home was owned or rented by this older borhter and sister-in-law.  Bazzy lived here for several years beffore his family returned to Lebanon.  At that point he moved to Lafayette Street in Detroit.,NULL
110,"Karoub House (Historic, 1921)","74 Victor Avenue Highland Park, MI",NULL,NULL,NULL,NULL,1921,NULL,NULL,1980,NULL,"In 1921 this location, most likely the home of Mohammed Karoub, was used to create the first Muslim publishing company in Detroit.  Karoub Printing, later moved to Woodward Avenue, but in the early 20's it was located here.  The first two issues of the Moslem Sunrise, the newsletter of the Ahmadiyyah Mission to the U.S., were written by Mufti Mohammed Saddiq and published by the Karoub brothers, Hussein and Mohammd, at this address.  Hussein Karoub, Imam to the Muslim communities fo Detroit from 1913 - the 1970's, also published several Arabic language newspapers throughout his life and career.",NULL
111,"Lebanese Islamic Association of Michigan (Historic, 1988)","7250 Chase Dearborn, MI",NULL,NULL,NULL,NULL,1988,NULL,NULL,1990,NULL,"Incorporated by Hassan Al-Habhab with the State in 1988, this group began renovating a new facility at this address, but did not last very long.  Today, this address is home to the Byblos Banquet Hal which has no association with the former residents.",NULL
112,"Masjid al-Asr (Historic, 1977)","9819 Dexter Blvd. Detroit, MI",NULL,NULL,NULL,NULL,1977,NULL,NULL,1985,NULL,"This was an offshoot of Masjid As-Salaam Orthodox Islamic Movement, which united with the Dar-ul Islam Movement and incorporated in 1977 as Ikhwanul Muslimun and established Masjid al-Asr, initially at 8962 Mackinaw, Detroit.  The incorporating members were named Musa Abdul Mujib, Muhammad Saber, Dwight Hawkins, Yusuf Hakim, and Shukri Abdul Karim.  Masjid al-Haqq can also trace its origins to this congregation",NULL
113,"Masjid al-Haqq (Historic, 1981-2009)","4118 Joy Road Detroit, MI",NULL,NULL,NULL,NULL,1981,NULL,NULL,NULL,NULL,"This small congregation has had financial difficulties in recent years and was foreclosed on by the city in 2009.  It reopened that same year at 4017 Clairmount Street.  Originally led by Imam Luqman Abdullah, who was shot and killed by the FBI in 2009, the group is now led by his son.",NULL
114,Masjid Al Haqq,4017 Clairmount Detroit,NULL,NULL,African American,NULL,1986,NULL,NULL,2013,NULL,NULL,NULL
115,"Masjid As-Salaam Orthodox Islamic Movement (Historic, 1969-1980)","12537 Hamilton Highland Park, MI",NULL,NULL,NULL,NULL,1969,NULL,NULL,1980,NULL,"This group incorporated with the state in 1971, but began meeting in 1969 or thereabouts.  As members began to accept different ideologies in the late 1970's and 80's, this gave rise to several new mosque communities including Asr Mosque (Masjid al-Asr), Masjidun Nur (Masjid An-Nur), Jamiyatul Nasrul Ilm and the Tijani Zawiya.  Though the masjid ceased operation in the 1980's, the organization is still incorporated and active.",NULL
116,"Masjid As-Salam (Historic, 2000's)","21230 W. 7 Mile Road Detroit, MI",(586) 945-6855,NULL,African,NULL,NULL,NULL,2008,NULL,NULL,This West African congregation moved to 21628 Fenkell in 2008.,NULL
117,"Masjid Al-Iklas (Historic, 1988-2004)","16412 E. Warren Avenue Detroit, MI",NULL,NULL,NULL,NULL,1995,NULL,NULL,2005,NULL,NULL,72157606454092453
119,Masjid Oak Park (Historic),"15425 Miller Street Oak Park, MI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2005,NULL,This masjid was formed by a group of neighbors who realized they were renting space in the same apartment complex.  A super gave them permission to clear out an unused basement for religious services and the space became known to other Muslims who lived and worked near the facility.  They closed in 2005 after other mosque facilities became available nearby.,NULL
120,Masjid Saaliheen (Historic),"22726 Rein Street Eastpointe, MI",NULL,NULL,NULL,NULL,2000,NULL,NULL,2004,NULL,"An American Society of Muslims Masjid, established in 2000.  Folded in 2004.",NULL
121,"Moorish Temple of America #4 (Historic, 1929)","632 Livingstone Avenue Pontiac, MI",NULL,NULL,NULL,NULL,1929,NULL,NULL,1940,NULL,NULL,NULL
122,"Moorish Temple of America #4 (Historic, 1929)","1023 Illinois Street Detroit, MI",NULL,NULL,NULL,NULL,1927,NULL,NULL,NULL,NULL,"This was the home and first location the Moorish Science Temple led by Governor Lomax-Bey and was incorporated with the State in September of 1927.  The incorporating members included Drew Alin,  James Lomax, Johnny Reynolds, Eddie Watts and Sammy Rucke, all of whom lived in Chicago at the time.  In 1943 Cyrus Nelson El became the registered agent of the group in Michigan and listed his address as 1569 Garfield.  Several resident agents were named over the years until 2005, when the group briefly changed their name to Reincarnate Temple of Detroit and back to Moorish Science Temple again in 2007.",NULL
123,"Moslem Mosque (Historic, 1921)","242 Victor Street Highland Park, MI",NULL,NULL,NULL,NULL,1921,NULL,NULL,1927,NULL,"1921-1922, first purpose built mosque in the United States.  Built by Mohammad and Hussein Karoub.  Sold to the city in 1927 and torn down.  See Howell 2007 for more information and a photograph.",NULL
124,Moslem Welfare Society (Historic),"742 St. Antoine Street Detroit, MI",NULL,NULL,NULL,NULL,1922,NULL,NULL,1930,NULL,"President: Mohammed Majid (Satti Majid Muhammad).  This group incorporated in 1922 as a mutual aid society to provide relief for ""distressed members, the visitation of the sick, payment of funeral expenses"" and to aid orphans and the poor in Turkey.  The group was associated with the Red Crescent Association.  First incorporated in Highland Park, the group moved to this address (date not recorded).",NULL
125,Mosque of the Great Kingdom of God (Historic),"5684 Campbell Detroit, MI",NULL,NULL,NULL,NULL,1993,NULL,NULL,2004,NULL,This group seems to have been organized by and for women.  It dissolved in 2004.,NULL
126,Muhammad's Mosque of Islam #1 (Historic),"1510 Woodward Avenue Detroit, MI",NULL,NULL,NULL,NULL,1980,NULL,NULL,1987,NULL,"This group dissolved in 1987.  It's incorporating members included Minister Paradise Quran Muhammad, Cleo Boyd, and Jasper Boyd.",NULL
127,Muhammad's Temple #1 (Historic),"3408 Hastings Street Detroit, MI",NULL,NULL,NULL,NULL,1932,NULL,1957,NULL,NULL,"This temple was a former hall located above the entrance to the Castle Theatre, variously identified as the  ""former McPherson hall"" or ""Castle Hall.""  This is where Elijah Muhammad established the first home of the Nation of Islam in 1932.  The University of Islam was also opened here in 1934.  The building served as the headquarters of the movement in Detroit until 1957 when it was razed to make way for the Chrysler Freeway.  The community then moved to its present home on Linwood Avenue.  (See Masjid Wali Muhammad.)  The space was originally referred to as Temple No. 1 of the Order of Islam.",NULL
128,"Muslim Brotherhood, U.S.A. (Historic)","9031 12th Street Detroit, MI",NULL,NULL,African American,NULL,1959,NULL,NULL,1970,NULL,"The Detroit congregation of the Muslim Brotherhood, U.S.A. (an Ahmadiyya affiliate) was established in 1959 by Imam Dawud Ahmad (Denison Echols).  Imam Dawud would have been connected to, or could have been an alias of, Imam Talib Ahmad Dawud, the one time husband of Dakotata Staton (Aliyah Rabia).",NULL
129,Muslim Community Center of Detroit (Historic),"5307 Marlborough Street Detroit, MI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
130,New Bagdad Cafe (Historic,"1002 Hastings Street Detroit, MI",NULL,NULL,NULL,NULL,1930's,NULL,NULL,1940,NULL,Arab Coffee Shop were worship services were held in the 1930's.,NULL
131,New Masjid and Islamic Education Center,17346 Plainview Detroit,NULL,NULL,NULL,NULL,1994,NULL,NULL,1997,NULL,NULL,NULL
132,"New Mosque/School Building Fund, Inc. (Masjid Wali Muhammads' Project 90'S, Inc.)",18011 Warrington Detroit,NULL,NULL,African American,NULL,1990,NULL,NULL,1998,NULL,NULL,NULL
133,"New Oriental Hall (Universal Islamic Society) (Historic, 1926)","1941 Hastings Street Detroit, MI",NULL,NULL,NULL,NULL,1925 or 1926?,NULL,NULL,1940,NULL,"The purpose of the church shall be for religious and benevolent services.  The group was incorporated on October 12, 1925.  Duse Ali's name is not listed in the incorporation papers.  Universal Islamic Society sponsored a united Eid al Fitr with both Sunni and Shia at the New Oriental Hall at this Hastings Street address on April 13, 1926.  The Detroit News was on hand to cover the story and mentions that Sheikh Kalil Bazzy led the prayer.",NULL
134,Progressive Arabian Hashemite Society (Hashemite Hall) (Historic),"10401 Dix Avenue Dearborn, MI",NULL,NULL,NULL,NULL,1936,NULL,NULL,1970's,NULL,"""The Progressive Arabian Hashmite Society"" incorporated with the state in July of 1936.  The group quickly set about purchasing and renovating the above address and celebrated the grand opening and dedication of the mosque under the name, Progressive Arabian Hashemite Society on May 30, 1937.  The Hashemite Society rented space in this former bank until they were able to purchase the building in 1939.  The building was used primarily as a social club, but also as a mosque and Sunday school on and off until it was eclipsed by the Islamic Center of America which opened in 1963.  The building burned down in the 1970's.",NULL
135,Sacred Mosque (Historic),"201 Tuxedo Street Highland Park, MI",NULL,NULL,NULL,NULL,1987,NULL,NULL,1997,NULL,"Incorporated in 1987 and disbanded in 1997, this mosque was associated with the Nation of Islam.",NULL
136,Turkish and Albanian Meeting House (Historic),"588 St. Antoine Street Detroit, MI",NULL,NULL,Arab,NULL,NULL,NULL,NULL,1960,NULL,In both 1932 and 1937 Turkish and Albanian Muslims met to celebrate Eid al-Fitr at this coffee house (according to newspaper accounts of the time).,NULL
137,Turkish Crescent Association,"3048 Salina Dearborn, MI",NULL,NULL,NULL,NULL,1950's,NULL,NULL,NULL,NULL,This association shows up in Dearborn City Directories from the 1950's.,NULL
138,United Citizen's Society/Moslem Mosque of Highland Park (Historic),"97 Victor Avenue Highland Park, MI",NULL,NULL,NULL,NULL,1937 or 1958?,NULL,NULL,NULL,NULL,"The United Syrian Citizen's Society purchased this building in 1937 for the establishment of a mosque.  In the 1940's and 50's the building was used for occasional lectures and other education activities, such as Arabic and Quranic classes.  It is unclear when the group took the name Moslem Mosque of Highland Park, but this name was photographed in 1956 by the Detroit Free Press. The group incorporated in March 1958, as a ""Moslem church"" with a charter from Islamic Center, Washington D.C.. The incorporation provisions make several points, 1. That the group is to be non-sectarian, 2. That it hopes to buy, rent, or build a ""mosque"".  Nonetheless, the group's membership was Shi'a and was closely connected to the Progressive Arabian Hashemite Society in Dearborn.  Incorporating members included Mike Hamzey, Allia Agemy, Hussein Alli Hamood, Mustafa Salem, Mustafa Hayime, Abdul Beryy, Charles Allie, and Mohammed Berry.  All but Mr. Berry lived in Highland Park.  Berry lived on Electric Street in Detroit.  In 1963, Hussein Hamood became the registered agent, and in 1964, Kamal Nasser became the agent.  Shortly after this, the group folded their books into those of the Islamic Center of America (Detroit) in exchange for a position or two on the ICD's board of directors.  The building was sold and the proceeds given to the ICD.",NULL
139,"Universal Consolidation of Islam, Holy Mosque (Historic)","5683 Maybury Grand Detroit, MI",NULL,NULL,African American,NULL,1964,NULL,NULL,1977,NULL,"At this address, the home of Imam Sammsan, the Universal Consolidation of Islam, Holy Mosque, was incorporated in 1964.  A number of African American Muslims prayed here in the 1960's.  The group's articles of incorporation disassociate them from ""Black Muslims"", Communists, and other ""cults"" and assert that Islam is ""not prejudiced towards races, colors, language, or national origin"".  In addition to Hajj Sammsan, Imam, Gwendoline Sammsan and Anas Hassan are listed as incorporating members.  The group was dissolved in 1977.",NULL
140,Tijani Zawiya,"19174 Livernois Avenue Detroit, MI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
141,"AAUAA (Historic, 1940's)","986 King Street Detroit, MI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Location of the Addenu Allahe Universal Arabic Association - Detroit,NULL
